TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.kechen.controller.MyController,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,185,0.3,3,15,292,238896,1569456841377,0.18478260869565216,1100000000000000000000111000000001101110000000000000000000000001110000000000000000100000000000000000011011111000001000000011111111101100000000000000000000000000000001000000000000000000,0.1076923076923077,11110100000000000000000000000000000000000000000000000000000001010,1.0,11111111111111,0,0,13,2,0.11320754716981132,1111000001000010000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000111100000000000100000000000000000000000011111111111100100010,0.14035087719298245,000010010000000000000000010010010100010100000000000000000,1.0,11111111111111,0.35714285714285715,10100011100000,0.1076923076923077,11110010000000000000000000000000000000000000000000000000000000101
